Bugfix	-0.027191173732509295
3842	-0.021694087631876174
singlehtml	-0.01233617989492359
images	-0.006664684970532823
root	-0.005282792482726009
Fix	-0.005041120303236457
broken	-0.004915132680409747
master	-0.0048432342213923976
source	-0.00457072979920468
doc	-0.0042771470041931305
when	0.003766975951860446
refs	-0.002011571609614191
Path	-0.0018965571284161725
Purpose	-0.0018321485293931398
Feature	-0.0017170853895472863
is	-0.0006149533657937952
not	0.000585199867658806
or	0.00017385800205009885
to	-4.052832775131799e-05
in	-2.897523796057365e-06
