node	0.02260199118350811
metadata	0.014282543846780724
0	0.009310917520873584
lambda	0.007191391124449204
def	0.006818849427372656
str	0.00680080516550507
Tuple	0.005931493497154471
navlist	0.005577645447915369
navigation_doc_metadata	0.005235183683252227
super	0.0049297072120110955
toc	0.004764284791794892
files	0.0047559370636247175
app	-0.004710237587192145
elif	0.004704201357294948
nav	0.004509198679192063
return	0.00449509607810634
dc	0.0040868719870986205
structure	0.00408617179863179
1	0.004055994793255599
version	0.003974397277390474
metainfo	0.0039530610652994515
http	0.0038584415100109577
level	0.0038435048204347876
refnodes	0.003704752892364404
add_config_value	0.0036614028443080044
Finish	0.0036355026826834793
3	0.0035413577946563873
empty	0.0034059728893929093
finally	0.0033861859763996333
xmlname_checker	0.0033602468890212714
value	0.0033038528881646125
navstack	0.0030994778723594904
method	0.0030732012054015753
because	0.0029876148410744683
tuple	0.0028685057188492014
deprecated	0.0027570737383222767
setup	-0.002583520195672053
get_and_resolve_doctree	0.002456920199565126
xhtml	-0.0024490249728311444
Copyright	-0.002315455237496314
EPUB3	0.001969540633855828
prune_toctrees	-0.0018063680784687242
self	0.0015963461002053644
copyright	-0.0015542045198345064
Sphinx	-0.001499962178223855
add_builder	0.001328485851390242
lang	0.0008915815731744756
html_title	-0.0006009280464675215
opf	-0.000423745968320625
False	0.00024683585161303193
