Bugfix	-0.042295574977514155
7355	-0.01914620471436372
autodoc	-0.01874161060117972
Fix	-0.018470182280865673
https	-0.011099718938029541
well	-0.008173930854552565
signature	-0.006992561566828905
Purpose	-0.0064196715284256965
refs	-0.005672069535504355
Feature	-0.005174653042637682
a	0.004906095967375341
recognized	-0.004431454803852954
discussion_r400750202	-0.002873014137895593
of	0.002335566009029097
com	-0.002025924412133512
function	0.0016733877853348583
sphinx	0.0010815232051309288
cython	-0.0007853178398114538
doc	-0.0005456917153901851
github	0.0005278230123931528
pull	0.0004809889011274596
is	-0.00042599626891062943
or	0.0002031027670505867
not	0.00019661157282298432
