mypy	-0.033467568426966146
acb2eadc8e692be4c8212cf1d3697e10e298a384	-0.016101127539028048
backport	-0.015757549923114327
run	0.008632244407082188
subprocess	-0.006130389862179854
target	-0.005462420248395263
Python	-0.005166131087722056
https	-0.004594295498033133
version	-0.004487269582465739
Conflicts	-0.0037014291130656233
keyword	-0.0032430344951181306
Specify	-0.0031937854497560603
Subject	-0.0030856316268022834
fix	-0.0030349197495040943
also	-0.0026437562602853004
trivial	-0.002516318655135988
x	0.0020890193586862553
argument	-0.0020747244822223784
bug	-0.0017764758512180245
with	0.0017507771322584117
pull	-0.001642554297834724
4	0.0015553838625523334
cherry	-0.001438289436768332
commit	-0.0013980253672042852
of	0.0013316012884879887
